id	tweet	subtask_a	subtask_b	subtask_c
31261	@USER Oyela please I won yesterday... You are yet to credit my account oh	NOT		
85090	@USER @USER @USER @USER URL Maybe we need to ban knives? What do you think? URL	NOT		
94456	@USER @USER He's been trashing all along even to our allies.	OFF	TIN	IND
28864	@USER @USER I hope so; conservatives must go vote.	NOT		
82908	@USER @USER Bring back coal &amp; asbestos!! #MAGA	NOT		
97210	@USER @USER @USER People who employ fascist tactics are fascists. That's what ANTIFA does. Do you want me to start posting videos of ANTIFA riots?	OFF	TIN	GRP
15267	@USER Perhaps he believes as did the revolutionaries at the time of the start of our country that the people need protection from a runaway government like the one the Liberals are proposing by their actions which would take away your rights.	NOT		
77181	@USER And hypocrite flies in his private jet around the world?	OFF	TIN	IND
99042	@USER It would make sense for her to be a big character in 9 but if she stays the way she is I really hope not. Lol she was making me cringe most of the movie 😂	NOT		
48438	@USER He is the absolute worse. Period. That is all.	OFF	TIN	IND
86117	@USER You are the man Gregg!	NOT		
77021	No my family aren't MAGA they just don't care. They're apart of the populace who get distracted by pop culture completely. They have zero idea what is going on in the world until I tell them &amp; even then they don't care. I'm a lion amongst lambs. URL	OFF	TIN	GRP
72045	@USER Liberals will liberal!	NOT		
39756	@USER @USER @USER @USER @USER @USER Pedophilia is the worst of all evil	NOT		
55268	@USER I saw that this morning..I hope she is doing ok. Bless her heart. Thank you!	NOT		
10592	@USER @USER @USER Are you pro-choice? Are you pro - ACA? Are you for reasonable gun control? Where can we find  your stand on issues?	NOT		
33118	@USER keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂	OFF	TIN	OTH
36170	"@USER Abortion has always been available to those with the money to take care of the problem."" A matter of conscience only seems to matter when convenient for #GotOurPiece Party: A conscience clearly absent when it comes to gun control."""	NOT		
17308	@USER Empty headed Ginger Hammer	NOT		
26460	#treasonousgoverment california Tries New Tack on Gun Violence: Bullet Control URL	OFF	UNT	
67982	@USER That's new	NOT		
29038	"@USER Contribute to their Maximum Capacity"" - Translation: ""Vote for guys with a criminal record like me who occasionally wear dresses and support those who disrespect the sacrifices represented by the flag"""""	NOT		
81929	@USER @USER She is so stupid it scares us average Americans that she makes decisions on our behalf	OFF	TIN	IND
31062	@USER Down with liberals!	OFF	TIN	OTH
59609	@USER Just because he’s in love with her doesn’t mean she is. They don’t need to go there. It’d feel like another LF situation.	NOT		
97816	@USER @USER Did anyone visit  Maxine Waters discreet and watched the poverty of her on people did she did anything in the last past 30 years that she is in power??!!	NOT		
55325	@USER @USER Funny how the we need more gun control fanatics think they want a shooting war. Where are they going to go to get their free Obama guns	NOT		
74224	@USER I'm 11th..... yet I still don't want to join antifa	NOT		
69417	@USER Trudeau and Liberals are incompetent to handle it.	OFF	TIN	GRP
17787	.@USER real goal: To make everyone in Wisconsin as dumb as he is. URL	OFF	TIN	IND
90456	@USER @USER Yep..says the same thing about everyone she hates &amp; warned the Antifa twins not to do that..	NOT		
32325	@USER They still making bread	NOT		
39157	@USER oh wait i read that wrong hfjdhd so they don’t know infinity war huh	NOT		
29281	@USER Hey nut job. We’re not a democracy. You actually awake in high school?	NOT		
76567	@USER my world of warcraft character is named Limn	NOT		
81442	#Liberals ruin everything. URL	NOT		
63615	@USER @USER No way does John Lewis have to apologize to anyone he is a hero ❤️❤️	NOT		
48596	@USER @USER May be the cameramen is a Trump supporter. @USER Have you checked if he is standing on a rock or so? LMAO 😂 #FakeNewsCNN	NOT		
92812	"@USER @USER @USER the you and your liberals""... wow... you don't even try, do you?"""	NOT		
19428	@USER 9 times out of 10 I have the dog on my lap and if I get to rowdy he gets scared that I am hurt then he trys to kiss me.Also he is a ham so when the camera comes out he is like pictures?!Let me be in them.He photo bombs whenever possible.😂😂🐶	NOT		
11599	".@USER rubberstamp @USER calls for @USER 'conservatives' ( #Republicans who have left her sycophant party coup) 'to keep the House' . Laughable. We don't want Nancy Pelosi as speaker,"" regurgitates @USER #FBR #Resistance - URL via @USER"	NOT		
22943	@USER Tried to comment @USER on his journalistic smear he made #JusticeClarenceThomas but for some reason he has BLOCKED 68yr old Christian Gmother who tweets occasionally when she sees the Injustice of Liberals &amp; their #MSM to take every chance to attack an opposite opinion.	NOT		
48645	@USER @USER It crossed my mind that Sheriff Israel may have ordered them to stand down. The democrats will use any tragedy to be in the public eye to promote gun control. It's a shame that these things even came to mind but I have seen too much from the Left to be surprised at anything.	OFF	TIN	GRP
76406	@USER Ohh.. the liberals are fighting 🍿	NOT		
87895	@USER They're becoming more and more like Antifa everyday.	NOT		
64722	@USER She is really tall lol	NOT		
74440	"@USER I love how the anti-gun-control folks are simultaneously you can't blame the guns when people die"" but also ""you can't blame the cops when guns just go off""."""	NOT		
43820	@USER FASCIST LEFT ARE EVERYWHERE. We must crush them; boycotts work folks.	OFF	UNT	
51413	@USER @USER I❤️Jesus  I❤️Trump  I am A Republican  I Vote Republican  Never touched a cigarette or a drug and I’m 💯 percent PROUD of ALL of that! 👆🏼 #MAGA #KAG #BeBest #ChooseRight #walkaway #TrumpTrain	NOT		
89945	@USER @USER I was too busy kneeling to watch	NOT		
71921	@USER @USER @USER @USER @USER @USER @USER Smart Lady!  Too smart for the liberals!	NOT		
37860	@USER @USER @USER @USER What’s a book about President Trump got to do with an antifa pamphlet?	NOT		
49114	@USER I’m not even a bron fan but he is overall the best player in the league.	NOT		
31111	@USER Look at the state of that. I bet she spends the weekends at Antifa protests. 😂	NOT		
36646	@USER In other words #Mueller it’s not constipated In other words #Mueller has diarrhea? URL	OFF	TIN	IND
32844	i follow: #QAnon #WWG1WGA #GreatAwakening #pain #DrainTheSwamp #LockThemAllUp #MAGA #popcorn @USER 🙏🏾  wwgONEwgALL 👑	NOT		
99147	@USER You are so freaking valid	NOT		
75715	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sadly you are not wrong	NOT		
26198	@USER @USER just wanna make sure you see how we're basking in the booty	NOT		
79598	"#LibDemConf shows me that @USER are absolutely void of constructive ideas for the myriad problems the UK faces, and begging @USER and @USER moderates"" isn't the answer. Thatcher was right, the parrot is dead."""	OFF	TIN	IND
11260	@USER Wow the guy who played the guy pitching a doggy product on Modern Family thinks he is the conscience of the nation. Also can I get Hamilton tickets?	NOT		
88691	@USER @USER @USER @USER I raise you with the Lion if the senate.  He actually killed someone yet LIBERALS continued to send him to back to congress for 47 years.  Blather on URL	NOT		
59603	@USER Your looking more like a plant #maga #walkaway URL	OFF	TIN	IND
66340	"@USER @USER Kamala said justice should be blind - (by the way she is absolutely right on that point) Yet you: Something untrustworthy""  you ""can feel it"" LMAO 🤣🤣🤣"""	NOT		
48266	@USER From a man (fast and furious) was held in contempt	OFF	TIN	IND
20156	@USER And what about @USER s accuser? Or @USER s accuserS? Or do you only believe those that accuse conservatives? Just another elitist Hollywood #hypocrite	NOT		
25543	@USER @USER You are delusional if you think he is the reason either game was lost in the past two seasons lmao	OFF	UNT	
81978	@USER your segment with Judicial Watch Tom Fitton was awesome!  Thank You for asking the questions highlighting all the great work he is doing for this country!	NOT		
40952	.@USER detailed #Manifesto for #LoveLondon @USER Mayoral Selection... #ImBackingBoff  URL	NOT		
89980	@USER He is totally bluffing...	OFF	TIN	IND
77212	@USER Im ready for this yaaas	NOT		
13566	Democrat can't even compete w @USER #MAGA URL	OFF	TIN	IND
70822	@USER She is an monster!	OFF	TIN	IND
75983	@USER Keep #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸 URL	NOT		
86876	@USER @USER I have some work to do with my oldest (20) daughter. Stood in line with her &amp; voted in 2016. She is still very very bitter &amp; it’ll be tough to get her back this year	NOT		
51746	@USER @USER So Alyssa you saying he’s guilty?  What ever happened to innocent before guilty?  And if he is innocent would you at least tweet an apology?  Shut up and answer the tweet.	OFF	TIN	IND
18518	@USER She is one of satan's daughters	OFF	TIN	IND
24288	@USER This information is out there and should be fully investigated and considered before he gets a life time High Court appointment.   Conservatives refused to even give Obama’s person a hearing so please stop acting like they play above board while everyone else goes low.	OFF	UNT	
44910	@USER @USER @USER @USER You are a boring individual. Its seems good too me	OFF	TIN	IND
97102	@USER @USER I would think that if the pope was really a man of God he would have taken care of this problem in the Catholic Church instead of trying to cover it up	NOT		
31315	@USER Gutierries =💩 what did he do to help PR ? What is he doing now besides hoping for a high body count to blame on Trump	OFF	TIN	IND
59920	@USER @USER @USER Most stupid tweet yet...and yes...its a libtard🤣🤣🤣👌💩	OFF	TIN	IND
79718	-Conservatives cut police funding -person complains about crime -person votes conservative to tackle crime  ?	OFF	UNT	
20951	@USER @USER @USER Go for it!	NOT		
30612	@USER @USER @USER What’s funding it?	NOT		
97780	#MondayMorning #MondayMotivation #MondayMood #MondayThoughts Another #Republicans  / Trump swamp Lier !!   #MAGA #women #Christianity URL	OFF	TIN	GRP
45761	@USER He orchestrated/provoked it so that he could cry that he was the victim of a yet another conspiracy...He’s such desperate weirdo.	OFF	TIN	IND
71329	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She is.	NOT		
24726	@USER Get back on your peanut farm old man	OFF	TIN	IND
37668	@USER @USER They just dont learn. Look at Biden he dbld down on hrc winning strategy.	NOT		
76897	@USER @USER You are so funny.  Lol rolling about the floor laughing uncontrollably!	NOT		
40962	@USER @USER SHE IS THREATENING AMERICAN CITIZENS SHE WILL KILL WOMEN ARREST HER	OFF	TIN	GRP
19091	@USER @USER This B**ch Behar needs to shut that big ugly hole on her face and think about the fact she's not giving Kavanaugh or his family the benefit of their rights as citizens. In her fat head they're guilty bc they're Conservatives. Behar needs a muzzle around decent people. HRC clone.	OFF	TIN	IND
59793	@USER @USER That’s not what he is saying. Situations are similar.	NOT		
41366	@USER Mueller can go fornicate himself. He is as crooked as the day is long.	OFF	TIN	OTH
31839	@USER @USER Is this #occupy romper room?	NOT		
57181	@USER U know this Ford is an avowed radical leftist with ties to Soros and antifa right? Plum crazy!	NOT		
43900	@USER @USER Who's Oboma???	NOT		
16922	@USER Both QAnon and Antifa will be listed as diseases	OFF	TIN	IND
30203	@USER @USER @USER @USER Sorry not antifa it’s the far right you know people probaly just like you who are so desperate to control women.	NOT		
11189	Some reading for #MAGA- time to wake up folks  URL	NOT		
75855	@USER Does anyone remember when U2 just made music?	NOT		
39795	@USER @USER omg yeah the thing is that there can be a large range of price for the same item i once bought a bag for RM20+ but i also saw another shop selling it for RM60+ like wow	NOT		
91592	.@USER It’s sad and scary that the French so-called justice system is ordering @USER Le Pen to undergo psych eval because she dared to reveal the horrors of DAESH/ISIS. The true crazies are radical Muslims and liberals who protect them.	NOT		
58056	Opportunist to the max. An evil lier also. URL	OFF	UNT	
80951	-She comes with a cage and with at least two months worth of food left and Two food bowls. (Together is a extra $30) cage was expensive! -She doesn’t have to be groomed yet due to the fact that she is still a puppy.  **she comes with the bigger cage.**  DM For more information! URL	NOT		
59982	President Trump flying into Las Vegas to host MAGA rally URL	NOT		
47322	@USER Relatable URL	NOT		
78811	@USER He is the poster child for the GOP	NOT		
47681	@USER Because he is right the Governor of Puerto Rico 🇵🇷 is a FRAUD	OFF	TIN	IND
47014	@USER @USER Nurse is valuable in his own end!?!? Have you watched him play? He rarely gets the puck out in first attempt. Also not all that spectacular defensively. Not worth what he is holding out for.	OFF	TIN	IND
50970	@USER Good grief Texas don't vote for this guy.	NOT		
11766	@USER @USER @USER As long as the democrats tout gun control as a crime reduction tactic they'll lose.	NOT		
70621	@USER No the person also needs to change because she is a remainer why she was put in charge of brexit negotiations i have no clue 😒	NOT		
65558	@USER @USER @USER @USER Pre-existing clause is still there. That’s the one good thing about ACA. The only ones I hear talking about taking it away is the liberals. It’s a scare tactic IMO.	NOT		
15053	@USER “Because you are alone” dang Mama Chu isn’t taking any prisoners	NOT		
58307	@USER Hey Woodward: You are a silly old fart and do not know what is going on in the White House.  You are the one who has reached a mental stage yourself of Alzheimers	OFF	TIN	IND
24804	@USER She IS! One of my favourites. Brilliant. Her short stories wonderful too.	NOT		
98867	.@USER thinks he is a funny man. But “think” is the key word...because he isn’t that funny. #ALLINOnLonnieIsntFunny #MarchOnFromWalker	NOT		
97112	@USER @USER @USER Mark my words: #BLUEWAVE2018 🌊🌊	NOT		
31027	@USER Well if Trumpster said it then it must be true he also have himself a 10 on handling Cuba hurricane sad piece of something he is...	OFF	TIN	IND
10846	@USER Hogg 💩	NOT		
56134	@USER It sucks hy 🤦‍♀️	OFF	TIN	IND
91101	@USER @USER @USER So she is protesting blasphemy by tearing religious book of a religion that doesn't have concept of blasphemy? #Genius	NOT		
33288	"@USER @USER @USER @USER I've been trying to find out the name of these for ages. I went to a Hindu birthday and we were given these little dough/pastry treats. I ate a plateful. I looked up puris"" after your post said small and found them. Asma, you are my saviour. Now to find a place that sells them."""	NOT		
89187	@USER @USER @USER @USER @USER No.   I mean parasite in the sense of private companies being an unnecessary  and universally-unwanted bauble imposed on an essential public service by people who put profits before public opinion and democracy.	OFF	TIN	GRP
48175	@USER @USER Is it credible to believe he is worse than either: gordon on the browns in 2018 or 2017 brandin cooks?	OFF	TIN	IND
10421	@USER @USER @USER All I see are lemmings	NOT		
58389	@USER 😐 sorry but she is an idio	OFF	TIN	IND
34522	"@USER The Dregs of Society"" are ISIS, ANTIFA, BLM, Planned Parenthood, Illllegal aliens, Pedofiles, and liberals.  This is who the Democrats support.  Once again, accusing others of what YOU, Biden are guilty of."""	OFF	TIN	GRP
97484	"@USER Gritting her teeth, the blonde then broke her shield and feeling pumped the blonde charged after him. Give me all you got!"" She then tossed some of her darts, aiming for his legs and would cause only minor pain. ""Show me how tough you are!"""""	NOT		
50419	@USER Just listening to Juan Williams on the FIVE drives me crazy.  He is such an ignorant man.  Where does this man get his facts?  Thank GOD for Jesse Waters and you ladies!	OFF	TIN	IND
95547	@USER Now that’s the pot calling the kettle black! Liberals are nothing but bullies! Antifa-Bullies!!! Trump Haters-Bullies!!!	OFF	TIN	GRP
92027	@USER Where is the fascist version of Antifa?	OFF	TIN	IND
96667	@USER @USER @USER Omg you look so beautiful!!!! You are killing it ❤️❤️❤️❤️❤️	NOT		
23648	@USER @USER She is from IL and say’s she knows predators?  Anyone else coming to mind?  Buehler.....That’s called transference and is typical and expected.	NOT		
84458	@USER I mean he’s right he took a predominately black genre and became one of the greatest... in that aspect yes yes he is URL	NOT		
41745	930 pm 3rd round: gun control whining and Sen Blumenthal hands still shaking like a leaf as he tells the judge get into the real world. This from a millionaire who has no idea about the real world. @USER @USER #KavanaughConfirmationHearings	OFF	TIN	IND
87262	"(3) ...and the so-called liberals are anarchists. - Protocols of the Wise Men of Zion, Behold a Pale Horse by William Cooper"""	NOT		
88396	@USER Don’t forget about the Homeless in your district congressmen 😂	NOT		
22824	@USER Nove #reputationTour for #PCAs #TheConcertTour	NOT		
89377	@USER @USER @USER @USER lol she is such a troll im so glad she went away and all u trump supporters told her to GTFO. Thank god we got a real superstar in @USER who is going to actually fight for everyone no matter who they choose to vote for. Isn't she awesome! Please join us we rly need ur help!	OFF	TIN	IND
55563	@USER He is a blast to watch	NOT		
43978	@USER This is why we need gun control	OFF	TIN	OTH
63699	@USER @USER @USER Do it with quran and then we will see how much atheist and brave she is... hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it...  Go live in your 2 minutes Prime Time covered life ... Lord krishna and his followers don't care	OFF	TIN	IND
44535	@USER Confirm Kavanaugh Now!  #MAGA	NOT		
26995	@USER @USER Give the kid a break! He is trying to bring about change! We desperately need something to change our violent society!	NOT		
44289	@USER If it's real those antifa are asking for a broken bone or black eye	NOT		
84988	F a k e  N e w s E v e r y w h e r e              😂 Guess Who!😂#  #MAGA  #WWG1WGA  #PatriotsUnited  #Qanon  #Qarmy  ⤵️⤵️⤵️⤵️  URL via @USER URL	NOT		
22001	@USER bro your twinsie resemblance to my brother in UNCANNY! He is 30 years old now - maybe you are long lost bros? Which would make US BROS! LOL URL	NOT		
56010	@USER Got to be about the dumbest thing ever.	OFF	UNT	
23196	@USER That's not hair. Those were polyester fibers because Yoda is (or was) a puppet.	NOT		
61026	Undertaker taking MAGA a bit to seriously smh URL	NOT		
62318	@USER Trump's MAGA. Hee haw!!!!	NOT		
93983	@USER @USER Just imagine if Dr Ford was a member of a minority. Antifa would be firebombing the Judge’s residence. #IDENTYPOLITICS	OFF	TIN	IND
37000	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Found some - please FB? URL	NOT		
22354	@USER She is dillusional!	OFF	UNT	
31185	@USER It’s more what she does than who she is	OFF	TIN	IND
76403	@USER Goodell is one of the worst things that has ever been unleashed on Pro Sports.  Useless!!!	OFF	TIN	IND
77007	"@USER @USER Jesus will save us.  We just have to ask.  #JesusSaves  🙏🏼❤️  I pray often.  Included in my prayers are for GOD to also Save #Connecticut &amp; the USA.  I think we need more people praying.  LIVING ON A PRaaAAaaAaayEer!"" 🎶🇺🇸  URL"	NOT		
86795	The MAGA 11's URL	NOT		
85114	@USER @USER Or was it that the local government was taken for themselves!!!!  Imagine that a government more worried about their own pockets rather than their peoples.	NOT		
55592	@USER Give Norm his own show!  He’s FUNNY 😂😂😂	NOT		
91073	.Alina_AE Hah! Makes me think of my friend Catherine back at home &lt;/3 mighty hunter that she is!	NOT		
11197	@USER @USER @USER @USER Just proves she's a plant. Motivation is crystal clear. Definite bias. Your definition of far right is interesting since it's been proven time and again liberals play the smear campaign each time. Accusers then disappear.	NOT		
49638	"@USER @USER How did the press"" get the letter?????#MAGA"""	NOT		
64213	-Being on food stamps  -Liking boys/girls or liking both -Not knowing who you are -Your body size  -Not knowing something  -scared to ask for help -Not dating someone  -What you wear	NOT		
96455	@USER @USER Why waste time on her? She is irrelevant.	NOT		
18710	@USER Should I name all the reasons? URL	NOT		
12554	@USER @USER @USER Shows that  liberals are very decent people 👍👍👍👏👏👏	NOT		
72471	🛑 Truthfeed News 🛑 👉 'JUST IN: FBI Deals Yet Another Devastating Blow to Democrats on Kavanaugh’s Accuser' #MAGA￼🇺🇸#2A #Prolife URL	OFF	TIN	IND
60779	@USER That was Awesome. I love hearing you destroy the Liberals but most of all Trudeau	OFF	TIN	GRP
83174	@USER @USER @USER House price increase has nothing to do with immigration. The lack of affordable housing is mainly down to this government not building any and the inflated prices are down to the banks and their lending practices.  URL	NOT		
79021	"@USER Our Republic was in crisis.  We the people elected the only man who could give us a chance to save it from the likes of Socialist Democrats, ANTIFA, Mob rule, and your resistance"".  Tread carefully with your words as you are now dangerously close to seditious conspiracy."""	NOT		
80705	@USER Deranged and demented what a perfect match for the Democratic party	OFF	TIN	OTH
60054	@USER @USER Liberals are full of hate yet they talk like their morality is above anyone  who thinks differently. Funny how their words and actions never match up to what they pretend to preach. Imposters of any human decency. Emotionally and politically bankrupt.	OFF	TIN	GRP
95720	@USER @USER found out the name but I forgot.	OFF	TIN	IND
58290	@USER ........thank God it was not a mosque !!	NOT		
27133	#qanda what happen to the predicted fall of Society after  SSM. Only the religious conservatives right     are the ones  running a muck in government.	OFF	TIN	GRP
87779	@USER And the Liberals will supply them with these modern fighters! URL	NOT		
28337	@USER But he is still our best option	NOT		
14274	@USER YOU ARE LITERALLY VERY SKINNY STOP PLAYIN WITH ME	NOT		
93762	@USER Bernie! You have been in Congress how long? Now that you are getting closer to your death bed since you are old as dirt.. Why a concern now? How many bills did you try to write or endorse before you decided to run for POTUS? Do tell!!!	OFF	TIN	IND
68739	@USER There she is... URL	NOT		
90186	"@USER His frustration began to subside as he felt her hand upon his. The tone within her voice was some what soothing to him. It's been sometime having someone be there when in need the most. And that in itself is why no one is more important to me then you"" She is the center piece +)"""	NOT		
26169	@USER @USER The ‘AntiFa’ crowd? What a quack.	OFF	TIN	IND
21381	@USER been supporting ur game for years as u know its about time u giys was free and able to communicate like you are doing &lt;3 hopefully only up from here brother	NOT		
19183	@USER Crazy how funny Jim used to be. Now it's funny how crazy he has become.	OFF	TIN	IND
71033	@USER Will you answer my question from yesterday about whether our country could keep its law enforcement officers safer if gun control laws were not subject to the limitations of the 2nd Amendment?URL #alpolitics	NOT		
44239	@USER @USER What was a “child “ doing at a party drinking alcohol???	NOT		
88687	@USER Omg she is! 😂	NOT		
46757	@USER Keep up the good work while the liberals waste time crying and pointing the country moves closer to greatness again! MAGA	OFF	TIN	IND
66145	@USER @USER @USER Thanks for proving democrats can’t let their people think. Proving again Liberals are all talk. Just like Senator Feinstein Pelosi. They always go to no facts just destroy. Just like the politicians of Puerto Rico have destroyed and rob the state of all of its financial resources	NOT		
71319	@USER @USER @USER It would destroy her life. The entire right wing juggernaut would run her down - every ex boyfriend interviewed etc. she is the innocent party. He’s the one trying to grab a lifetime power position.	NOT		
77848	@USER you are the best president ever	NOT		
38951	@USER @USER @USER @USER this comment only shows that having refused to engage with facts you do the fascist antifa approach which is to use personal attack to try to bully your way into some mythical win. Research projection and stop doing it u look stupid now!	OFF	TIN	GRP
11530	@USER @USER @USER I believe you are who you say you are.	NOT		
67645	@USER Gun control has no correlation to homicide rates. London (guns are illegal) has a higher murder rate than New York (guns are legal). Read this: URL	NOT		
33383	@USER A proven record of failure so why not.	NOT		
44883	"@USER @USER I'm waiting for the snow-flake conservatives"" to become transparent in the SCOTUS process."""	NOT		
92042	@USER @USER @USER Using free speech to be idiots and such but just like other rallies counter protesters showed up armed and willing to engage with kkk who also came armed Again 2 wrongs dont make a right and groups like antifa stated they want shutdown free speech anyway possible	NOT		
95960	24 concert goers shot dead in Jacksonville with .38-caliber Smith &amp; Wesson. The NRA calls gun control research 'unethical'.	NOT		
50225	@USER Chicago has the strongest gun laws in the nation but the highest homicide rate. That gun control really works URL	NOT		
26488	@USER @USER You can’t accuse someone of something like this &amp; expect to not have to come forward &amp; testify about it! We’re we just suppose to believe it &amp; crucify him?  I am sure u liberals think so.	OFF	TIN	GRP
92630	@USER Now you are making fun of me.	NOT		
53327	@USER @USER I have 4 great sons &amp; 4 great brothers who don't go around like liberal ANTIFA with their KKK hoods beating up strangers they know nothing about.  I will go with the year of the brave people who would never belong to the most violent party of democrats!	NOT		
92483	@USER Hope Gutierrez doesn’t think this will help his blue wave in the November midterms for the democrats... by the way did Gutierrez take time out last month to honor Roberto Clemente on his birthday? Remember him Gutierrez?	NOT		
72886	@USER I can’t believe how close you got... I am thankful you are ok!	NOT		
61039	@USER your pappy is a big fat fool the Democrats doesn’t have to make him look bad he makes himself look just what he is an ignorant 5th level  FOOL	OFF	TIN	IND
14289	@USER Yes Liberals vs progressives This should be a really dumb banter  Go	OFF	TIN	GRP
69466	@USER Mann i ain’t that smoove booty like you gee 😭😆🤷🏽‍♂️	OFF	TIN	OTH
48900	@USER not surprised. we need more fiscal conservatives not less to solve Illinois financial mess.	NOT		
49239	"@USER We as conservatives must join the fight against Transphobia"" -National Review, 2020"""	NOT		
94383	@USER @USER @USER @USER @USER @USER @USER @USER How blindly ignorant you are. Shameful people with the deep thinking you lack can vote	OFF	TIN	IND
70274	(So the young conservatives you know are also the ones who never had the focus to power through Order of the Phoenix and its too-many pages of Harry's teen angst.)	NOT		
62553	Willie’s hurtful response to his former fans who have quit him in droves over of his support for that little hippie Beano. #MAGA @USER URL	OFF	TIN	IND
93475	@USER #MAGA aint gonna like that	NOT		
48315	@USER I’m sorry you are going through this.	NOT		
53176	@USER Here is the problem with the left....they can’t have an intelligent debate on an issue. Want to prove a point? Have Norm on and question him about his comments and have points to counter his comments. Instead the left just silenced him. Shows their lack of intellegence.	OFF	TIN	IND
68512	@USER Such good news!  I hope she is better soon!	NOT		
28642	@USER Here you go @USER	NOT		
40384	@USER @USER What the point the BBC are the propaganda machine of the @USER you all know the answer to Brexit is disaster thats loud and clear by businesses &amp; corporation but your just the mouth peace of the TORIES.	NOT		
17635	@USER Thank Antifa for their special brand of authoritarianism  Just look at Sargon of Akkad	NOT		
80221	@USER Stand your ground conservatives.😎	NOT		
28428	@USER She is Evil!  How dare her.	OFF	TIN	IND
82183	@USER It is all about bs ☝Think there any more idiot tham the liberals.	OFF	TIN	GRP
30333	@USER The fact that she is disrespectful and blatantly rude has nothing to do with her situation🤪	OFF	TIN	IND
78559	@USER @USER @USER withdraw. Trump has a whole list of conservatives to pick from.	NOT		
84950	@USER @USER @USER @USER Yes. Yes he is!	OFF	UNT	
21112	@USER truly sad there are so many other things we shud be talking abt gun control homeless getting those kids back 2 their parents but it’s this 🦊news still talks abt U know Donald Trump has truly separate this country in many ways not just one way but many ways URL	NOT		
21807	@USER It’s exactly why I tweet!! Well that and making fun of liberals and their insanity!! 🙏🇺🇸❤️✝️❤️🇺🇸🙏 GOD help!!! 🙏❤️✝️✝️❤️🙏	OFF	TIN	OTH
75998	@USER @USER Let's focus on gun control laws and then focus on the border wall and get the money from Mexico	NOT		
16449	@USER Right like.... the name thing is odd enough but. In that location as well.	NOT		
49740	@USER @USER make yourself useful and  go bury your head in the sand.	OFF	TIN	IND
21614	@USER @USER No people died because officials robbed n didn't do their jobs	OFF	TIN	OTH
20137	@USER @USER  last night my 6 year old daughter Audrey broke both of the bones in her lower leg. You are her biggest heroes! She talks about meeting y’all in Phoenix all the time. Any chance she could get a “get well shoutout”	NOT		
48675	@USER Pop QUIZ #MAGA  The New Antifa #Democrats Party are:	NOT		
58379	@USER Heard from who? You and your lying jealous cronies???	OFF	TIN	GRP
55959	Should I try out aikido instead of krav maga? 🤔🤔 #aikido #kravmaga	OFF	TIN	IND
25854	Evidence-based #CDC #CDC7words #BannedWords #Orwell #doubleplusgoodspeak #MAGA #TrumpHasDementia	NOT		
42309	"This Day in Liberal Judicial Activism—September 17""  URL #TCOT #MAGA #RedNationRising"""	NOT		
97694	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER If we don't destroy the Bush-Clinton Crime family we'll face many more like Obama!!	OFF	TIN	GRP
81991	@USER @USER But you knew it was pointless to cry because it would just add to the awful humidity... 😭	NOT		
39983	@USER You are not alone	NOT		
48376	@USER @USER Obesity high on the list. But people still care more about  gun control URL	NOT		
15689	"@USER Just think. She is infinitely funnier than you. Obviously..D'uh huh."" 😮"""	OFF	UNT	
41636	@USER @USER she is not related to him its weird lmao	NOT		
17332	@USER Awesome win!! I truly believe Americans are sick to death of what the left is trying to do to destroy America and change our country into what it never was intended to be. Go vote America and MAGA! Thank you President Trump for believing in our country and keeping promises.	OFF	TIN	GRP
35201	@USER @USER YOU ARE SO GOOD ARE U SERIOUS OMG	NOT		
51869	@USER @USER Calling conservatives hillbillies...hmmm that’s original. Funny how many “poor hillbillies” you tweet about have incomes and IQ’s 4 times higher than you. Your humour sucks btw.	OFF	TIN	IND
60356	@USER and the rest of the Democrats LOVE Antifa and their Alinsky tactics.  #DemocratsAreDangerous URL	NOT		
40736	@USER But I thought California had gun control	OFF	TIN	OTH
22872	.@USER is also a member of the OpenEd SIG and she is also doing her #CMALT #altc	NOT		
27957	@USER Fake. That pic was taken long before the game started.	NOT		
